epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_latent_reg_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_latent_reg_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,val_mean_latent_optimization_time_seconds,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.3799687834456563,0.19812093114790816,0.1944987501949072,0.5557162487258513,0.5329510148614645,0.10314585888603081,9.980981076296302e-05,0.14814608705540497,0.06070118440936009,0.08657895587384701,0.29728939533233645,0.16016588695347309,0.053086247636626165,0.0862430392143627,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.3731617316710374,55.24425260000862,172.66157500003465,227.90582760004327,227.90582760004327,227.90582760004327,5e-05,0.005,3.0,0,5e-05
2,0.10739654960731665,0.05803417850596209,0.03424378010677174,0.1947228193903963,0.05405855121401449,0.017316358499617004,0.0030495095168589616,0.08796104583889246,0.052507794679452977,0.014395055981973806,0.15463564010957878,0.025362226398040852,0.007283289598611494,0.14835426195835075,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.4221155599943207,49.98633189999964,177.79272570007015,227.7790576000698,227.7790576000698,455.68488520011306,5e-05,0.005,3.0,1,5e-05
3,0.08361121052876115,0.048827385809272525,0.014335377842265492,0.1497126485221088,0.03110614240479966,0.00836449101479957,0.006867769950379928,0.07623895909637213,0.04240663203721245,0.015316078485921026,0.14172124887506168,0.03840350649940471,0.009629508899524807,0.23210389912128448,5.418996835305849e-07,1.0835879765078129e-06,0.9993751036617986,0.9551427101184017,0.9595701499409209,0.9684724378983944,1.0194444444444446,1.4034136316661412,49.67228369996883,175.12114970001858,224.7934333999874,224.7934333999874,680.4783186001005,5e-05,0.005,2.928042045939632,0,5e-05
4,0.0743552858941257,0.04140428048558533,0.013659582597513993,0.13978151824946206,0.036597767774946985,0.008640326489694417,0.008800557123807569,0.07175280386582017,0.039347256906330584,0.012792743377697964,0.13796405773609877,0.03692396618425846,0.007839260009738306,0.16024627182632684,6.345961096674285e-05,0.00012619800708246908,0.9983878932087433,0.8769918923244425,0.8921143309109136,0.9170539590006606,0.9916666666666667,1.3887697841671374,49.08806900004856,173.29972120001912,222.38779020006768,222.38779020006768,902.8661088001681,5e-05,0.005,2.8091048303006074,0,5e-05
5,0.06996962277529141,0.038189684087410566,0.011661022723031541,0.13640058130646746,0.0361047497484833,0.007227638493835305,0.00997704039909877,0.06756638751054804,0.03586924870808919,0.01099546799280991,0.1364014056821664,0.036927715642377734,0.006983471898517261,0.2220407304664453,0.003091776004746082,0.005910770630442245,0.993995401600879,0.710829708222011,0.751883348916333,0.8163220490970571,0.9611111111111111,1.400682841661425,48.8338752000127,174.82400599995162,223.65788119996432,223.65788119996432,1126.5239900001325,5e-05,0.005,2.565113622008644,0,5e-05
6,0.06210878798738122,0.031233821514373025,0.009494952257955446,0.13445490080242356,0.03446217069091896,0.007215580943739042,0.011077049607411026,0.05156163570160667,0.020744725852273403,0.006851711904164404,0.13631194892028967,0.02827156485679249,0.014929106365889311,0.24143626913428307,0.29372177224267887,0.3660851818806056,0.6415640677766021,0.22390861993213057,0.2668595028221442,0.35899850394878074,0.811111111111111,1.4005114799976581,48.49151219998021,175.71138220001012,224.20289439999033,224.20289439999033,1350.7268844001228,5e-05,0.005,1.3321362345282461,0,5e-05
7,0.048720336286351085,0.019017753889784217,0.006149287638254464,0.13157391836866736,0.028403839833724003,0.014728896255837754,0.013037554017500952,0.043102603778243063,0.014128039008937776,0.005495098982161532,0.12723550107330084,0.028797086871539552,0.019481221213936806,0.145287961140275,0.43839815373276547,0.524278225678324,0.4391358490526756,0.20811014026541905,0.27597551207197896,0.3297512735277527,0.40555555555555556,1.385032874995765,47.65030249999836,173.92556869995315,221.5758711999515,221.5758711999515,1572.3027556000743,5e-05,0.005,1.1673286318669662,0,5e-05
8,0.04276649779640138,0.014927116575806091,0.005138299594788501,0.1227103170628349,0.029423995913627248,0.015937282339048883,0.01593488475191407,0.03717048124720653,0.011226409918162972,0.004214316753981014,0.11391133324553569,0.028829923722272117,0.017241402808576823,0.1537440428820749,0.45507404969986454,0.5395465828789165,0.4119084580555459,0.230940281925352,0.23698994715907584,0.29390553569462335,0.35833333333333334,1.3970565891717948,47.783077299944125,175.37043700006325,223.15351430000737,223.15351430000737,1795.4562699000817,5e-05,0.005,1.0758214331538345,0,5e-05
9,0.03738778408927222,0.012804805949175109,0.004035691943136044,0.1085845168059071,0.028619637623584517,0.012519497566002732,0.01979393345148613,0.030572985857725145,0.009499162276430677,0.0029759391434102628,0.09308214740206798,0.02626812186402579,0.010614370151112476,0.18081108164042234,0.5284842459848537,0.6462586518195756,0.33314433321851644,0.03443734886961095,0.02098370709864422,0.07389624728285285,0.5583333333333333,1.4088215291732922,48.38738980004564,177.15013389999513,225.53752370004077,225.53752370004077,2020.9937936001224,5e-05,0.005,0.5663957083966434,0,5e-05
10,0.030904894260068736,0.010841101702923576,0.002766668082525333,0.0897397296813627,0.023838964756578207,0.007363423266603301,0.02393157200810189,0.02547485943262776,0.00801251628048097,0.0018889949686126783,0.07853274904191494,0.020115331443957985,0.0070742495396795375,0.18514958905677,0.6955796397450471,0.8161580923976598,0.1635568260808105,0.017219385694468216,0.010811812065970665,0.046586110188144216,0.06944444444444443,1.4257904333275897,48.342787500005215,179.53558629995678,227.878373799962,227.878373799962,2248.8721674000844,5e-05,0.005,0.3618182825090678,0,5e-05
11,0.02750611474427084,0.009854806208750233,0.001876483581145294,0.08012933055870235,0.018895877234172076,0.006053911260096356,0.02655856191413477,0.022821230192979176,0.007131706929067149,0.0012706709982012398,0.0711377216813465,0.01717320637932668,0.006614224352718642,0.18472856512914101,0.7349754337571551,0.84395796010719,0.1305191725552037,0.014312594834889987,0.009271551064830744,0.04100136092279347,0.06944444444444443,1.4776239508306996,48.60285589995328,185.7317608000012,234.3346166999545,234.3346166999545,2483.206784100039,5e-05,0.005,0.31529747823046905,0,5e-05
