epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_kl_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_kl_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.3447490079328418,0.1902343509097894,0.15055779373894135,0.4912271600216627,0.4249163296849777,0.07881780915680187,9.709547698746125,0.13565934294213852,0.08693856671452523,0.012457965888703864,0.21639482751488687,0.017789976228959857,0.006035892467480153,17.589228590329487,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,39.22427829995286,7.442895399988629,46.667173699941486,46.667173699941486,46.667173699941486,5e-05,nan,3.0,0,5e-05
2,0.12104821934675176,0.0770075345877558,0.007761742004853052,0.19856148567050697,0.015809686679858714,0.0051697723470473045,17.270657630761466,0.10613027655829986,0.06516338661313056,0.01079448099868993,0.17637693273524443,0.027701463891814153,0.008477018626096348,17.236818726857503,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,37.15907920000609,7.28172019997146,44.44079939997755,44.44079939997755,91.10797309991904,5e-05,nan,3.0,1,5e-05
3,0.09307498531416059,0.055400256098558504,0.007226391414102788,0.16455599976082644,0.020834121907440325,0.006008010310082076,19.761437471707662,0.08449759328116974,0.047194384535153705,0.012322668925238152,0.15172144683698813,0.03884253806124131,0.008646568423137069,21.19929445584615,0.000676980474875499,0.0013338034352978706,0.9993136852411643,0.86135745006167,0.8898450414114775,0.922873773456179,1.0027777777777778,37.15431889996398,7.4379500999930315,44.592268999957014,44.592268999957014,135.70024209987605,5e-05,nan,2.812041834392781,0,5e-05
4,0.07533269799314439,0.04023148235864937,0.007260315582971089,0.14887280324473978,0.025665015700117994,0.006354512739926576,22.736152935028077,0.074523197611173,0.037693323971082764,0.013685427947590749,0.14231264020005863,0.0505289771904548,0.016630019006940226,22.723093048731485,0.2651646985110686,0.3491877843622984,0.5868956189096473,0.36415648290113317,0.35132641285021843,0.3958547733313941,0.8194444444444443,37.29246789996978,8.679457299993373,45.97192519996315,45.97192519996315,181.6721672998392,5e-05,nan,1.482016487670544,0,5e-05
5,0.06094559400031964,0.027526865270920096,0.004760150277191618,0.14186582993716002,0.024556148257882646,0.009136975832128276,24.08875994682312,0.06061286867285768,0.02611409070280691,0.009915426559746265,0.13365770429372786,0.05108128466332952,0.019741538430874547,22.430105384190878,0.38199552702056583,0.5093025789314444,0.6315053428873453,0.03395773865440178,0.030538848748098025,0.12484750984572189,0.6222222222222221,36.793797999969684,9.127738400013186,45.92153639998287,45.92153639998287,227.59370369982207,5e-05,nan,0.7733908315732541,0,5e-05
6,0.0520499256439507,0.020878798289534945,0.0034225883985830783,0.1311645420268178,0.027227764700849852,0.011502366369434943,23.17194453875224,0.049215292651206256,0.018497232301160692,0.00540847669277961,0.12096483471492926,0.04514721812059482,0.01794016674781839,22.89028170903524,0.5481051526600645,0.6951731880563533,0.3818597604120744,0.020573189580818264,0.01875118893731722,0.07051471911239028,0.275,37.18339560000459,9.443150200007949,46.626545800012536,46.626545800012536,274.2202494998346,5e-05,nan,0.5411607553896429,0,5e-05
7,0.04369044322520495,0.016016953042708337,0.0021569874326814896,0.11450393768027425,0.028333466639742254,0.01144744458142668,23.52259255250295,0.03969066788752874,0.013427576314037045,0.002769112833387529,0.10354731592039267,0.039799564781909186,0.014572930405847728,22.811808824539185,0.6282642419415112,0.764605356459527,0.27855573111544774,0.021306836093169065,0.014494392003379075,0.05340862829812625,0.08333333333333333,37.417567100026645,8.965387800009921,46.382954900036566,46.382954900036566,320.6032043998712,5e-05,nan,0.4396387783599941,0,5e-05
8,0.03634785986505449,0.0129619520662042,0.0011781523457708924,0.09479939900338649,0.02501612020811687,0.009867241988346601,24.462291113535564,0.03340012912328045,0.011585193748275439,0.0013451918687981863,0.08314482464144628,0.03615952062730988,0.011563837776581447,25.307637373606365,0.6435076355496876,0.7761008413199885,0.38624404485561165,0.01994538463384423,0.014464031064646323,0.05056156244407375,0.03333333333333333,37.20036329998402,9.01358850003453,46.21395180001855,46.21395180001855,366.8171561998897,5e-05,nan,0.42151795795903246,0,5e-05
9,0.031488377577625216,0.011590029442838082,0.0006869297901478907,0.07863605882351597,0.0231982502543057,0.006525558923992018,25.475598827997842,0.02906079743988812,0.010003862273879349,0.0008167244135014092,0.07188412674392262,0.03469779494528969,0.006836495459234963,24.400502999623615,0.6773497786495581,0.8004634175719126,0.29137999650340196,0.01970123647679845,0.012559581323293868,0.04835195425773344,0.03888888888888888,36.854858300008345,8.797618200012948,45.652476500021294,45.652476500021294,412.469632699911,5e-05,nan,0.38356175693146916,0,5e-05
10,0.02856844934479644,0.010593418776988984,0.0005608268494446141,0.07047996718126039,0.021680165109379836,0.004651128205781182,24.503068582216898,0.027492906991392375,0.009871452685911209,0.0005777248762266633,0.06378799167772134,0.035231741967921455,0.005034264006341497,27.35010418891907,0.6816479244817962,0.8030400259089432,0.3191526068739486,0.018507226725881145,0.012457101654437041,0.04629952243303439,0.03611111111111111,36.55227699998068,8.83497859997442,45.3872555999551,45.3872555999551,457.8568882998661,5e-05,nan,0.37710869960567517,0,5e-05
