epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_latent_reg_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_latent_reg_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,val_mean_latent_optimization_time_seconds,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.3486518317833543,0.1791922066671153,0.19387798001989723,0.5127599218239387,0.4674873374712964,0.09515333573023478,9.95896659939414e-05,0.12949354741722346,0.05923423832282424,0.0742477199062705,0.2435980831583341,0.1000111245860656,0.03318111334616939,0.3053640295440952,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.6691673008336996,49.48984139994718,208.60573800001293,258.0955793999601,258.0955793999601,258.0955793999601,5e-05,0.005,3.0,0,5e-05
2,0.094638733441631,0.05293719201969604,0.027065845124889167,0.16971468596408765,0.035714278308053814,0.011188227722110847,0.0030926092489001653,0.07989808364460865,0.04502403723696868,0.017975927020112675,0.14506393348177274,0.03477882857744893,0.009415616106707603,0.563513811180989,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.641644155831697,42.586222899961285,204.2703580999514,246.8565809999127,246.8565809999127,504.9521603998728,5e-05,0.005,3.0,1,5e-05
3,0.07467147364901999,0.04111880931692819,0.016573343022416035,0.1399628129787743,0.03564822472787152,0.009247884286257129,0.006267090745192642,0.06994435380523403,0.037089458542565505,0.015231004854043325,0.13761986040820678,0.03627977771684528,0.008078456375127037,0.6680926876763503,4.592983625567057e-05,9.167411334477385e-05,0.999888302098394,0.9606256290775202,0.97723976028689,0.9831753303337643,1.0277777777777777,1.6615356941755939,41.74521419999655,206.61213669995777,248.35735089995433,248.35735089995433,753.3095112998271,5e-05,0.005,2.9603691607843987,0,5e-05
4,0.06190992856087784,0.03050408175525566,0.012115647542911272,0.13523959247395395,0.03113384358584881,0.007546497159637511,0.007812477205879987,0.05362133048474789,0.02264688421661655,0.009939017100259661,0.13475617015113434,0.02875115421290199,0.011178004904650152,0.38950755782425406,0.23957065827624593,0.30422055265185033,0.6662185543753869,0.29672794919900874,0.31783913338748543,0.4099527211882651,0.6111111111111109,1.6564910775108728,41.61010099994019,207.0507445000112,248.6608454999514,248.6608454999514,1001.9703567997785,5e-05,0.005,1.4882211962995044,0,5e-05
5,0.048757292423397304,0.019239914805317917,0.008678902060880015,0.12835770944754282,0.02868083166734626,0.013499260177680602,0.010502714669564739,0.043375960706422724,0.014688010956160725,0.007792516607635965,0.12342791898796955,0.029433771859233578,0.01868253101129085,0.38047050790240367,0.42141498837052854,0.509940408245282,0.43397021431758637,0.16686500021949016,0.20987585149867166,0.27730377434427517,0.5055555555555554,1.6494748483373163,41.280795700033195,206.74605499999598,248.02685070002917,248.02685070002917,1249.9972074998077,5e-05,0.005,1.0657646374724183,0,5e-05
6,0.03934937759768218,0.01316060706352194,0.00669894689732852,0.1131867908872664,0.028915019504105053,0.01528865573151658,0.014386172173544765,0.03374429427397748,0.01067084747677048,0.005292628715202833,0.09976357823858659,0.02656643996015191,0.013711091107688844,0.48328238961597286,0.47721252188587837,0.5690516333974843,0.4132360016609789,0.05355368044111472,0.04424242448373163,0.10586403270149204,0.5527777777777777,1.6626417541643606,41.507817299920134,208.45923849998508,249.9670557999052,249.9670557999052,1499.964263299713,5e-05,0.005,0.6728939352993453,0,5e-05
7,0.030189472273923455,0.009930007384779553,0.004142807052509549,0.08927501030266285,0.023136424894134203,0.00834391691799586,0.018838126262805115,0.02542435672755043,0.007853083492955193,0.0026278757073062782,0.07839307778825362,0.017562931791568797,0.008874562219716609,0.45207620865354936,0.7119724247743806,0.8274522352666679,0.1553667378099894,0.01631445313196016,0.009896075234873396,0.03992571111633945,0.0611111111111111,1.668208357495799,44.9508706999477,209.58701840008143,254.53788910002913,254.53788910002913,1754.502152399742,5e-05,0.005,0.3378493615768322,0,5e-05
8,0.024864190630614756,0.008106065675383434,0.002395879611140117,0.0753309804170082,0.01722523585970824,0.006980401587982973,0.024707344453781845,0.02169715545605868,0.006271807692246512,0.0018165813036224185,0.06904088522618015,0.0157860578969121,0.008426219314181556,0.4324036682024598,0.7499492539412306,0.853318827916708,0.13131399085500103,0.013704207180831351,0.008433350354946079,0.03577531982287974,0.07777777777777777,1.6791686224993707,40.49205549992621,210.82299460005015,251.31505009997636,251.31505009997636,2005.8172024997184,5e-05,0.005,0.29425941623659524,0,5e-05
9,0.02198495245538652,0.006900402288495874,0.0016963652713457122,0.06789576414351663,0.01632954375430321,0.006932822808933755,0.030056823852161567,0.018977475818246603,0.005022005666978658,0.0012179576738465888,0.062390300631523135,0.015131616359576583,0.008645525861841937,0.4496117540324728,0.7788720581118561,0.8722907867526823,0.09960894025823129,0.011830957301851094,0.00721919483098011,0.0334052103970934,0.09444444444444443,1.6853744758322136,41.66516109998338,211.5647702999413,253.22993139992468,253.22993139992468,2259.047133899643,5e-05,0.005,0.2617523471162174,0,5e-05
10,0.019744614562174925,0.005942430748837069,0.0011539556093339343,0.062207375575477876,0.01570968811865896,0.0068180765471576405,0.03529329480758558,0.016949600679799913,0.004267442032384375,0.0008325592330947984,0.05662962595621745,0.015015878652532896,0.007961930736200884,0.4083109678700566,0.7943946570922107,0.8823882181665342,0.07854886503517006,0.011152928305205164,0.006561506609213574,0.031799742176417324,0.09444444444444443,1.6512343800054319,42.19169540004805,207.42564430006314,249.6173397001112,249.6173397001112,2508.6644735997543,5e-05,0.005,0.24396659169342022,0,5e-05
