epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_latent_reg_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_latent_reg_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,val_mean_latent_optimization_time_seconds,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.37547580773631734,0.18555007406199972,0.19278277490908902,0.5820729795843362,0.5770268963649869,0.12206456258427352,9.973728616993563e-05,0.15207018641134104,0.06128084147349,0.08673388616492352,0.3078322177131971,0.1782265322903792,0.05893064613143603,0.18263726128886143,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.3235426416649716,44.18609089998063,165.55827959999442,209.74437049997505,209.74437049997505,209.74437049997505,5e-05,0.005,3.0,0,5e-05
2,0.10226468034088612,0.054994866639996566,0.03189466748153791,0.1854617513095339,0.05757629762714108,0.01838814525787408,0.0030708214040108335,0.08144815638661385,0.04640972999234994,0.01747415231075138,0.14475892223417758,0.03995865890756249,0.011142038453059892,0.3677626064668099,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.3267933658285378,38.484972100006416,164.90155960002448,203.3865317000309,203.3865317000309,413.13090220000595,5e-05,0.005,3.0,1,5e-05
3,0.07804706652338306,0.043921160092577335,0.015996367168069507,0.1419071163671712,0.04024476974348848,0.010646405616231884,0.006504256839980372,0.07364373141899705,0.04072105533753832,0.01459772359424581,0.13751025876651207,0.04001890365034342,0.009488591474170487,0.257037773480018,0.0004009158223840798,0.0007719972490541501,0.9995983667763303,0.9659511741683363,0.9748672784435597,0.9824392386209209,1.011111111111111,1.325892882500193,37.801444399985485,164.83444400003646,202.63588840002194,202.63588840002194,615.7667906000279,5e-05,0.005,2.9569056012420964,0,5e-05
4,0.0716910659801215,0.03954478978800277,0.012759572302456945,0.1364810925287505,0.03762896885940184,0.008316916328233977,0.008486820792313665,0.06911280366281668,0.03742610154052575,0.011521907321487864,0.13577222817887863,0.03680207737100621,0.007218363139933596,0.26852520120640594,0.001424044190987443,0.002740976332119218,0.998558862706156,0.8998880360902093,0.9118934566341569,0.9388085502897338,0.9777777777777776,1.3380832800030475,38.101395200006664,166.3113607999403,204.41275599994697,204.41275599994697,820.1795465999749,5e-05,0.005,2.849277962732903,0,5e-05
5,0.0647525478930523,0.03394390254591902,0.009907770659386491,0.1338917807986339,0.03428386132388065,0.006671130356456463,0.009852545467826228,0.05605647616709272,0.025542512473960718,0.00707087730212758,0.13635209786395233,0.02698842460910479,0.008544576711331804,0.5271857167283694,0.15487177158949617,0.20992589105507928,0.7751885178012625,0.5836967361073481,0.5865015164140874,0.6300616997524903,1.188888888888889,1.2536660950087632,37.829545599990524,157.1428801000584,194.97242570004892,194.97242570004892,1015.1519723000238,5e-05,0.005,2.0616914445770815,0,5e-05
6,0.05165233829369147,0.022080463101156057,0.006225867187216257,0.13204559904212754,0.026854609612685938,0.011473814396110053,0.01160434420259359,0.04518694890042146,0.016258988979582986,0.0056779924935350815,0.1276490192860365,0.027626591005052128,0.017130603974995513,0.2469717818001906,0.40932934568865875,0.4972193404228347,0.49610632053113213,0.35177449605347727,0.34492639453714274,0.3930975442825132,0.5305555555555554,1.3215182891629713,38.69640909996815,165.4400359999854,204.13644509995356,204.13644509995356,1219.2884173999773,5e-05,0.005,1.3286945931309972,0,5e-05
7,0.042093640612438324,0.015210719876146564,0.004889166322148715,0.11910573989152909,0.02728967086877674,0.014360958240771046,0.014076156634837389,0.03629492263620098,0.011728750440912943,0.004090416751569137,0.10821278896182776,0.02687795627862215,0.014691722905263304,0.2704677845040957,0.45362853344998194,0.5366494716526216,0.40982222625417275,0.33477384495806983,0.32937690811861314,0.36271656983444056,0.42499999999999993,1.3120869124997019,38.17486580007244,164.352237300016,202.52710310008842,202.52710310008842,1421.8155205000658,5e-05,0.005,1.2384649445030718,0,5e-05
8,0.03310896291707953,0.011454840033547953,0.00320260174194118,0.09678950846816102,0.023873953121559075,0.009206775542891895,0.01664158282413458,0.02711771512404084,0.008614453223223488,0.0021959744355020423,0.08315072345236937,0.019305579915332296,0.008842757569315534,0.26504965145140885,0.666829191477678,0.7950470574390143,0.19199926950921534,0.018546313559866686,0.011902649692336809,0.04659712682555787,0.07777777777777777,1.28941672250027,38.201369200018235,162.12787409999873,200.32924330001697,200.32924330001697,1622.1447638000827,5e-05,0.005,0.3916705850402166,0,5e-05
9,0.02716431599110365,0.009370502117477978,0.0017231833424981838,0.08099263884748022,0.017388561643504847,0.007584582517544429,0.01991839436814189,0.023508414501945178,0.007288259624813994,0.0013551411248045042,0.07337247782076399,0.016878870486592253,0.008147191970298688,0.23327755288531382,0.7301941864311303,0.8404177803013745,0.13033143526876265,0.015251855294128142,0.009561913052846462,0.0401443116291388,0.05833333333333333,1.2774937516621625,38.08264819998294,160.54565860005096,198.6283068000339,198.6283068000339,1820.7730706001166,5e-05,0.005,0.31951203825085495,0,5e-05
10,0.024773304901706674,0.008670911099761725,0.0012132630913887017,0.07351488598311941,0.016212313026577854,0.006875900241235892,0.023531728241747867,0.020986835611984132,0.006362362931637714,0.0009399169241078198,0.06608585913976034,0.016298598858217397,0.007594064968482902,0.24683982481559116,0.7586760738082134,0.859015330395543,0.10900199567652176,0.013109254271391453,0.008372036773410862,0.0366191511477596,0.044444444444444446,1.3379098658372337,38.36832890007645,167.9609101000242,206.32923900010064,206.32923900010064,2027.1023096002173,5e-05,0.005,0.286315114112957,0,5e-05
