epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_kl_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_kl_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.36304980078712107,0.19840743225067853,0.16573049478853744,0.5182426884149511,0.4717938555404544,0.08119773667737415,1.9815123446596166,0.12769377715885638,0.06348447740698854,0.04808784673611323,0.24434024890263875,0.08111777293185393,0.027065965409080187,3.1449335753917693,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,50.93901209998876,8.623447799996939,59.5624598999857,59.5624598999857,59.5624598999857,5e-05,nan,3.0,0,5e-05
2,0.10279324920848013,0.06100056683644652,0.017851525550941005,0.17913903327037892,0.03071528405804808,0.009472524553226927,3.851799645026525,0.08705469916264216,0.05121474054952462,0.012447128491476177,0.15592972623805204,0.027574097365140916,0.007848618427912395,3.9345168987909953,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,49.73605060001137,8.793207600014284,58.52925820002565,58.52925820002565,118.09171810001135,5e-05,nan,3.0,1,5e-05
3,0.08091390434031685,0.04637235108142098,0.012557375863737737,0.14788668043911457,0.03272578015457839,0.008106811001198366,4.111121352513631,0.07554057203233241,0.041568539074311656,0.013540292841692765,0.14224131914476554,0.039208935806527734,0.008824789659896245,4.140239604314169,0.0002179797319581453,0.00043517588466425553,0.9996181251962192,0.49889041998737405,0.994958858584321,0.9965487373113502,1.0305555555555554,49.71584790002089,8.942344499984756,58.658192400005646,58.658192400005646,176.749910500017,5e-05,nan,2.991289616163713,0,5e-05
4,0.07053059716708958,0.038076177301506205,0.010829119619059687,0.13919501596440872,0.03353849365375936,0.0070307422836776825,4.211303712924321,0.06449858130266269,0.032353796033809584,0.010370448844817777,0.13799119753142197,0.03496373885621627,0.006561358990923812,3.962007239460945,0.03800058590859711,0.06805056446221934,0.9518589181610199,0.37756614421333967,0.6756958051794835,0.7007506446650366,2.0722222222222224,50.84462849999545,9.948305499972776,60.79293399996823,60.79293399996823,237.54284449998522,5e-05,nan,2.338445863935923,0,5e-05
5,0.05613606497645378,0.02534737332413594,0.0070740164548624305,0.13571155841151875,0.027085182497588296,0.008955388956625636,4.295477982362112,0.050640825151155394,0.02030805984977633,0.006691890233196318,0.13251943346112965,0.029337653005495668,0.01308557962377866,3.6933888524770735,0.28942059833710415,0.3653030304359787,0.6452100137810066,0.04785370050302672,0.14581530588987687,0.2527303410837959,1.3444444444444446,50.154075199970976,10.605481899983715,60.75955709995469,60.75955709995469,298.3024015999399,5e-05,nan,1.1091250486365687,0,5e-05
6,0.046122183076416454,0.01733331699312354,0.005284586189857995,0.12627286777521174,0.02713831022847444,0.014025857935970028,4.19166451394558,0.04206179088602464,0.01431891149841249,0.005200107857429733,0.11974383623649677,0.03069062888001402,0.016400293377228082,3.995439686377843,0.4169575092602128,0.5089935536221897,0.4804589917981474,0.025477490423058056,0.03323240079794249,0.10805285791476357,0.7388888888888889,49.96640449995175,10.784435499983374,60.750839999935124,60.750839999935124,359.05324159987504,5e-05,nan,0.7243277494524932,0,5e-05
7,0.03848856274659435,0.013071593199856579,0.0039101227487359815,0.1108588389120996,0.027151982439681886,0.0132867380278185,4.412408584356308,0.034396792839591704,0.010957351249332229,0.0031321187406623116,0.10281189189602931,0.02601214316673577,0.010901759626964729,4.049441055456797,0.4683409663728258,0.586523930973528,0.3986951313214489,0.03751559176345102,0.016746820700907935,0.06013899220676465,1.1777777777777778,50.409846799972,11.904944699956104,62.314791499928106,62.314791499928106,421.36803309980314,5e-05,nan,0.6085448465348469,0,5e-05
8,0.03194982655501614,0.01078661351542299,0.002498202911616924,0.09274637444565693,0.022967123546792815,0.009649582183919847,4.834619285662969,0.02853852338157594,0.009120518275691818,0.0025222609809134157,0.08385257534682751,0.024488577463974554,0.00963856722228229,4.366801524162293,0.65706562387842,0.7854365272315053,0.23372647539537503,0.021023991167386194,0.012311971438326652,0.044863921783998194,0.1,50.17126540001482,11.513544199988246,61.684809600003064,61.684809600003064,483.0528426998062,5e-05,nan,0.4001102693439048,0,5e-05
9,0.027642248338088392,0.00942546469741501,0.0015385962743797185,0.08037848013142744,0.018367173759421953,0.008221513397681216,5.0393377860387165,0.02540320442058146,0.008228237123694271,0.0013116584397115125,0.07582501694560051,0.018183941409612697,0.0072636096815889084,4.752543747425079,0.6743432490952619,0.7977154030315762,0.2096727582686946,0.018950701934391818,0.011472487482211219,0.04257574175605822,0.09444444444444443,50.333214699989185,10.824385899992194,61.15760059998138,61.15760059998138,544.2104432997876,5e-05,nan,0.3797049801430076,0,5e-05
10,0.02513850647180031,0.008527294039959088,0.0011390123504194587,0.07329329916586479,0.016903363994788378,0.007296751263008143,5.147442018985748,0.023059424525126816,0.007209754874929785,0.0009544197654273982,0.06918140463531017,0.016533546145850172,0.007598112228636941,6.159217290083567,0.6998180511936842,0.8164402389185678,0.19287232003372085,0.018260215326261358,0.01048067688286003,0.038890013485651846,0.07222222222222223,49.21456759999273,10.865768999967258,60.08033659995999,60.08033659995999,604.2907798997476,5e-05,nan,0.34955263917482765,0,5e-05
11,0.02330181741466125,0.007797102346861114,0.0009142086307595795,0.06817828730369607,0.01656396467393885,0.006701986984505008,5.229181895653407,0.021773935629365346,0.0068430735011740275,0.0009693965786330712,0.0652776546155413,0.019108945115779836,0.005669811668728168,4.425138894716898,0.7053157478747287,0.8207986041701676,0.1951781914882996,0.01734544032812473,0.010211521301187403,0.0394727798258881,0.05277777777777778,50.180079100013245,11.004605200025253,61.1846843000385,61.1846843000385,665.4754641997861,5e-05,nan,0.3443685532523468,0,5e-05
12,0.021788774997306366,0.0071915163231703145,0.0007825283268175553,0.06389617795745532,0.01654847039996336,0.006033293027818824,5.324290680885315,0.01991997241663436,0.006099079308720927,0.000741871792464129,0.05995485164845983,0.017234387753220896,0.005688976465413968,5.353799951076508,0.7210177431247954,0.8316383254621447,0.18294099713666523,0.016698480633428152,0.00962451835571441,0.03753117802355354,0.047222222222222214,49.87726280000061,10.822750999999698,60.700013800000306,60.700013800000306,726.1754779997864,5e-05,nan,0.3261379532544726,0,5e-05
