epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_latent_reg_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_latent_reg_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,val_mean_latent_optimization_time_seconds,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.3508517634744445,0.1801526902243495,0.17535441922955214,0.5303142056489984,0.49635335511217515,0.09495340208583608,0.00010573013734926917,0.1266282539193829,0.06098618184526761,0.05472546812767784,0.2416947029531002,0.09539594016969204,0.03150272204851111,0.1310374472048134,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.257864733331371,35.64609300001757,156.27834509999957,191.92443810001714,191.92443810001714,191.92443810001714,5e-05,0.005,3.0,0,5e-05
2,0.09194206803416212,0.05280090682208538,0.018818257322224478,0.16618791930377483,0.03264295137487352,0.010149310820270329,0.003112935190438293,0.07883801249166329,0.04491596128791571,0.01334681735218813,0.14609573297202588,0.03191282671565811,0.008710018712251136,0.023982072369315332,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,1.2861024625012456,35.54943660000572,159.71039459999884,195.25983120000456,195.25983120000456,387.1842693000217,5e-05,0.005,3.0,1,5e-05
3,0.07004535687156022,0.03773183828840653,0.012059567818262925,0.13938805544748903,0.03238532703059415,0.008079218777129426,0.007664199441569508,0.060816709759334724,0.029189320265625915,0.00950027487706393,0.13988850358873606,0.028580734319984914,0.006379228213336319,0.016351003145912556,0.03103445360613987,0.05461140349891622,0.9675614776206267,0.5395633624068592,0.6739899463194167,0.7207484396277567,1.236111111111111,1.239966186664727,36.114085000008345,154.78350979997776,190.8975947999861,190.8975947999861,578.0818641000078,5e-05,0.005,2.3637039323410334,0,5e-05
4,0.05329692326486111,0.022933892261547347,0.007906101257928337,0.13436179750909408,0.027482275338843464,0.010682195859650771,0.012271911533510623,0.04849903481081128,0.018530212350500126,0.007115398805278043,0.13167039869974057,0.028890398346508542,0.01531797208202382,0.012439692243287337,0.34443901429114976,0.4376686129878115,0.5345348915685055,0.3541941564645629,0.3469606047847004,0.39112016995469545,0.8583333333333333,1.2294462158349537,36.08476999995764,154.7109961999813,190.79576619993895,190.79576619993895,768.8776302999468,5e-05,0.005,1.393641760448246,0,5e-05
5,0.04405206120572984,0.01592786262044683,0.005974794377107173,0.12364720975359281,0.02820489474882682,0.015759600136273852,0.01572650594607694,0.041041207344581686,0.013935702519180875,0.005678259001191084,0.11837445485095183,0.03034120153946181,0.015528853548069795,0.014584232138076914,0.40754656237300557,0.5026801163443272,0.47065589135270114,0.08019475254783455,0.15047187700330902,0.21150473994244018,0.6138888888888889,1.2925487266649724,36.329900500015356,162.55840739997802,198.88830789999338,198.88830789999338,967.7659381999401,5e-05,0.005,0.9544300545727437,0,5e-05
6,0.036534227229033905,0.012417071176848064,0.004367356781343309,0.10624198488270244,0.027201627225925524,0.012663065859427055,0.02052529206169614,0.032343651990716656,0.010923272887400042,0.0035161354918576155,0.09493369609117508,0.02498986090843876,0.009569334560850015,0.024527650682481788,0.5415726896286437,0.6735039349002296,0.33908579329328076,0.029537050556916848,0.015989623971943756,0.05813125852346492,0.7111111111111111,1.2849290516673741,37.55178679997334,161.7469972000108,199.29878399998415,199.29878399998415,1167.0647221999243,5e-05,0.005,0.532548192866765,0,5e-05
7,0.02907945984043181,0.010121907024101044,0.0025727881909309263,0.08506443686783313,0.020611842426781855,0.007936584474130844,0.026861364001524633,0.026833190163597465,0.009291215815270941,0.002314106298823996,0.07855564877390861,0.019720268924720584,0.007578743235596145,0.030725109211137653,0.6475632674710636,0.7767160645679679,0.25929282028173584,0.020611783649761024,0.012931063850034756,0.04542181336888122,0.047222222222222214,1.2962397283350584,35.97410749999108,162.9143817999866,198.88848929997766,198.88848929997766,1365.953211499902,5e-05,0.005,0.41078960974785234,0,5e-05
8,0.025384821696206927,0.00883682695760702,0.001801991184038343,0.07473943086030582,0.017705688470353684,0.007014225085731596,0.03714634448309274,0.02395945383856694,0.008036005574588974,0.0019068417687473508,0.07107213359947005,0.019377271904765316,0.007084864234396567,0.045463580774791505,0.6744195084793118,0.7971834287451053,0.25344043311465325,0.019028278635096423,0.011731835759311745,0.04119536719458996,0.041666666666666664,1.2881646425007298,36.104410199972335,161.89770760003012,198.00211780000245,198.00211780000245,1563.9553292999044,5e-05,0.005,0.37850769447458993,0,5e-05
9,0.023177966622946165,0.00794536640169099,0.0013582310510779885,0.06890472522936761,0.017068619385827332,0.006432985650220265,0.049285011493581506,0.022034468633743625,0.007282777561340481,0.001303650145564461,0.06635386062165101,0.018015443277545274,0.006266974203754216,0.06067892494340867,0.6864839311526821,0.8058541500425733,0.2569396012164672,0.018475449984668747,0.011233156506904367,0.03976340667227311,0.041666666666666664,1.2391075200042299,36.38236480002524,155.9967927999678,192.37915759999305,192.37915759999305,1756.3344868998975,5e-05,0.005,0.36451263202649536,0,5e-05
10,0.021542734287989636,0.007310437067644671,0.0010362725928037737,0.06451036556002994,0.016649611201137303,0.005674762591176356,0.06750665732154933,0.0206865828561907,0.006836979979804407,0.0009203873873047996,0.06266576057920853,0.017137417887958386,0.0053438676715207595,0.0830881202991615,0.6939009443026158,0.8111370444643387,0.26086412380243756,0.017781785950760277,0.010923394332293567,0.03890676483839844,0.03888888888888888,1.243227867500294,35.704394300002605,156.51926329999696,192.22365759999957,192.22365759999957,1948.558144499897,5e-05,0.005,0.35592921486807616,0,5e-05
