epoch,train_total_loss,train_sdf_loss,train_corner_loss,train_mask_loss,train_sep_loss,train_consistency_loss,train_latent_reg_loss,val_total_loss,val_sdf_loss,val_corner_loss,val_mask_loss,val_sep_loss,val_consistency_loss,val_latent_reg_loss,val_mean_mask_iou,val_mean_mask_dice,val_mean_area_relative_error,val_mean_centroid_distance_normalized,val_mean_boundary_chamfer_normalized,val_mean_boundary_hausdorff_normalized,val_mean_polygon_count_abs_diff,val_mean_latent_optimization_time_seconds,train_time_seconds,validation_time_seconds,epoch_compute_time_seconds,epoch_time_seconds,cumulative_compute_time_seconds,decoder_learning_rate,latent_learning_rate_current,validation_selection_score,no_improve_count,learning_rate_after_scheduler
1,0.36368038058280944,0.185762941557914,0.18221904002130032,0.5494493257254363,0.5281487757340073,0.10352636428627496,9.970198458783367e-05,0.1375553596143921,0.060567195527255535,0.06950536898026864,0.27081926266352335,0.13384344894438982,0.04427454474692543,0.1733741471543908,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,2.1855849866658295,54.56304160004947,272.00386940001044,326.5669110000599,326.5669110000599,326.5669110000599,5e-05,0.005,3.0,0,5e-05
2,0.0973104789853096,0.05448030495705704,0.024562522951358308,0.17523369652529558,0.04362436960606526,0.013788045110413805,0.003091566024037699,0.0810610705986619,0.04696634855742256,0.014533286394240955,0.14514977714667718,0.03338131684189041,0.009167127047354976,0.30686315322915714,0.0,0.0,1.0,1.0,1.0,1.0,1.0305555555555554,2.162533335830085,48.437137600034475,268.19444769993424,316.6315852999687,316.6315852999687,643.1984963000286,5e-05,0.005,3.0,1,5e-05
3,0.07646515769883991,0.043201209822048746,0.013995262345997617,0.14090444138273597,0.03625209284946322,0.009415237104985864,0.006404427697998471,0.07285566106438637,0.040335925109684465,0.01299168096544842,0.1380128965402643,0.03703094705318411,0.008784349130777021,0.2805521967510382,4.567303603440524e-06,9.131413044953486e-06,0.9999772954005032,0.973112506199363,0.9798855959944123,0.98541937294898,1.0305555555555554,2.174507227508002,49.02789479994681,269.6134521000786,318.6413469000254,318.6413469000254,961.839843200054,5e-05,0.005,2.965300401639789,0,5e-05
4,0.06964780699151257,0.03811194724403322,0.011486859910655766,0.13537882917250196,0.03541847846936434,0.007820140611147507,0.007900703560638551,0.06417315596093734,0.03291285446224113,0.010555771831423044,0.13474036877353987,0.035392861580476165,0.006681236636359245,0.9736809581518173,0.002288953211561584,0.0044335448163044045,0.9975648002151623,0.775623524650896,0.8137621190492823,0.8631179559171478,0.9777777777777777,2.172585785004776,48.10264619998634,269.589603099972,317.69224929995835,317.69224929995835,1279.5320925000124,5e-05,0.005,2.674591121754869,0,5e-05
5,0.05702518715212743,0.026727228774689138,0.00864749836619012,0.1327764522905151,0.03179522509065767,0.008449990368292977,0.009072082301524157,0.04948765396450957,0.019119808566756546,0.007616561938387652,0.13236452272782723,0.031139400337512294,0.015567635636155803,0.36276248606542744,0.330765887690657,0.4129613435651508,0.5672015589779572,0.1865651478147796,0.2372304839331011,0.32342736555083834,0.5194444444444444,2.16285494583329,48.406877400004305,269.4118679999374,317.8187453999417,317.8187453999417,1597.350837899954,5e-05,0.005,1.2298919617932824,0,5e-05
6,0.04535760122040908,0.016636622658309837,0.006658719414069007,0.12542862351983786,0.03072304353117943,0.0153245399473235,0.011305194856443752,0.040257221072291335,0.012696039653383196,0.005789950449252501,0.11954706907272339,0.030369180301204324,0.018783514473276832,0.36142540673414864,0.4402177286786573,0.5267858920491106,0.42052059525685015,0.17378381587923944,0.19323397632903946,0.2565090538297086,0.39166666666666655,2.157026132498868,48.854341999976896,269.1858987000305,318.0402407000074,318.0402407000074,1915.3910785999615,5e-05,0.005,1.0095253014800907,0,5e-05
7,0.037338325086360175,0.012206548161339014,0.005118794338583635,0.10938401153932015,0.03022608393803239,0.014370181000170608,0.01402154501993209,0.031518967092658084,0.009775955121343334,0.00386675601087821,0.09488458385070166,0.027031129350264867,0.011838996542307238,0.4923721515884002,0.5040627537710441,0.6091422283115191,0.3744406387605422,0.03759241096981891,0.0311401610461198,0.08644600952728188,0.625,2.179463809993467,48.28275479993317,272.2401901000412,320.5229448999744,320.5229448999744,2235.914023499936,5e-05,0.005,0.6135234168023576,0,5e-05
8,0.02915913697021703,0.009700115861293549,0.003030605170351919,0.08654859662055969,0.023376015430161108,0.007454370928462595,0.016610140894772484,0.02434725590671102,0.007353095029247925,0.0018595629274689902,0.07650242342303197,0.017303899636802574,0.008288909657858312,0.42122677688797316,0.7184530846191807,0.8317516314686962,0.13373678952094925,0.01632301941651367,0.00974405765938027,0.04074222107228578,0.08055555555555555,2.1550888283275222,48.87748009990901,269.16218430001754,318.03966439992655,318.03966439992655,2553.9536878998624,5e-05,0.005,0.3320331941124854,0,5e-05
9,0.024517799238674344,0.008008419386654472,0.0017781519770020775,0.07476255021368464,0.01743184244648243,0.0065517340670339765,0.02060446165657292,0.021016046412599583,0.00587695039769945,0.0013020996605822195,0.06828959674263994,0.015731251371713977,0.007875652849907055,0.4041125623509288,0.762886678157183,0.861794369709055,0.08138822094611489,0.012706123064111889,0.007983191761876042,0.03587383405317672,0.08888888888888888,2.1705947991606083,48.838712899945676,271.1418313999893,319.980544299935,319.980544299935,2873.9342321997974,5e-05,0.005,0.2809703476578697,0,5e-05
10,0.021864493804362912,0.006915708613814786,0.0012952709851864104,0.0677741406019777,0.016239544066290062,0.006409524359817927,0.024492384819313883,0.018657393326672416,0.0049260811181738974,0.0009428047174878884,0.06179503385598461,0.01508084733504802,0.007871401145045335,0.36131960252920786,0.7859493338263933,0.8766832255552356,0.06452408447101271,0.01113450920376659,0.007042754863502769,0.033137114897381394,0.125,2.185026897506517,47.68365410005208,272.9123878000537,320.5960419001058,320.5960419001058,3194.530274099903,5e-05,0.005,0.25423053593449085,0,5e-05
11,0.01982326581298063,0.006021902405579264,0.0009509029474429554,0.06261563252968093,0.015636701489953945,0.006067468255059794,0.028476751254250605,0.016754746964822213,0.004251364341083293,0.0006668091111350805,0.056462662387639286,0.013863741241705915,0.007024907605955377,0.3305568126340707,0.7960456588218398,0.8830870728484025,0.05607709050312388,0.010630463046641773,0.006583561927446326,0.032598232250941404,0.1361111111111111,2.1683941566656966,48.84590469999239,270.80355650000274,319.64946119999513,319.64946119999513,3514.1797352998983,5e-05,0.005,0.243136135356548,0,5e-05
12,0.01800445351206387,0.005311637029323416,0.0007109639125701505,0.05761773022823036,0.01496641025102387,0.00550939949559203,0.032869505051833885,0.015108002683458228,0.0037721135983398804,0.0005296100376047737,0.05102030637984475,0.013622024919216831,0.006285741933000585,0.30517423345396916,0.8053822786659413,0.8886971712648017,0.05259159920995671,0.010759952834422166,0.006280167235232178,0.0325363442539591,0.10277777777777777,2.161105176665781,49.01171799993608,269.8737639999017,318.8854819998378,318.8854819998378,3833.065217299736,5e-05,0.005,0.23343423282325002,0,5e-05
13,0.016381518449634314,0.004748082421914054,0.0005676418915148436,0.052786365461846195,0.014303031478387613,0.004874078601521129,0.03778829711178939,0.013510448671877385,0.00346382685432521,0.00047347377112600953,0.045248885328571,0.012274632098463674,0.005177427362650633,0.29546811220546565,0.8103207284737318,0.8917380331593923,0.05760853927381235,0.010038842929381897,0.006151220479213177,0.031054653728487622,0.1,2.165861841669539,48.84242460003588,270.52371029998176,319.36613490001764,319.36613490001764,4152.431352199754,5e-05,0.005,0.22688514573396898,0,5e-05
